Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
jitwatch,org.adoptopenjdk.jitwatch.process.compiler,CompilerGroovy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.compiler,CompilerJavaScript,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.compiler,CompilerJRuby,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.compiler,CompilerKotlin,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: compilerPath; COMPILER_NAME; KOTLIN_EXECUTABLE_JAR
jitwatch,org.adoptopenjdk.jitwatch.process.compiler,CompilerScala,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.runtime,RuntimeGroovy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.runtime,RuntimeJavaScript,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.runtime,RuntimeJRuby,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.runtime,RuntimeKotlin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.process.runtime,RuntimeScala,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.report,AbstractReportBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.report,ReportType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.report.comparator,MemberComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.report.comparator,ScoreComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.report.escapeanalysis,AbstractEscapeAnalysisWalker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,CompiledAttributeTopListVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,CompiledAttributeTopListVisitable,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTopListVisitable
jitwatch,org.adoptopenjdk.jitwatch.toplist,CompileTimeTopListVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,CompileTimeTopListVisitable,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTopListVisitable
jitwatch,org.adoptopenjdk.jitwatch.toplist,HotThrowTopListVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,InliningFailReasonTopListVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,MemberScore,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,MostUsedIntrinsicsTopListVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,NativeMethodSizeTopListVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,NativeMethodSizeTopListVisitable,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTopListVisitable
jitwatch,org.adoptopenjdk.jitwatch.toplist,StaleTaskToplistVisitable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.toplist,StringTopListScore,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.util,OSUtil.OperatingSystem,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.util,OSUtil.OperatingSystem,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.util,ParseUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; CLASS_NAME_REGEX_GROUP; METHOD_NAME_REGEX_GROUP; PARAM_REGEX_GROUP; RETURN_REGEX_GROUP; PATTERN_LOG_SIGNATURE; TYPE_SHORT; TYPE_CHARACTER; TYPE_BYTE; TYPE_VOID; TYPE_LONG; TYPE_DOUBLE; TYPE_BOOLEAN; TYPE_INTEGER; TYPE_FLOAT
jitwatch,org.adoptopenjdk.jitwatch.util,ParseUtil,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ParseUtil; IReadOnlyJITDataModel; PackageManager; MetaClass; MetaPackage; ClassBC; MemberBytecode; LineTable; MemberSignatureParts; BytecodeAnnotations; IMetaMember; Compilation; Task; CompilerThread; BytecodeLoader; SourceMapper
jitwatch,org.adoptopenjdk.jitwatch.util,ParseUtil,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 43 public methods
jitwatch,org.adoptopenjdk.jitwatch.util,StringUtil,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
jitwatch,org.adoptopenjdk.jitwatch.util,TimerUtil,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.util,LocaleCell,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.util,UserInterfaceUtil,Feature Envy,The tool detected a instance of this smell because createButton is more interested in members of the type: ObservableResourceFactory
jitwatch,org.adoptopenjdk.jitwatch.util,UserInterfaceUtil,Feature Envy,The tool detected a instance of this smell because createCheckBox is more interested in members of the type: ObservableResourceFactory
jitwatch,org.adoptopenjdk.jitwatch.util,UserInterfaceUtil,Feature Envy,The tool detected a instance of this smell because createLabel is more interested in members of the type: ObservableResourceFactory
jitwatch,org.adoptopenjdk.jitwatch.util,UserInterfaceUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; RESOURCE_NAME; RESOURCE_FACTORY; IMAGE_TICK; IMAGE_CAMERA; FONT_MONOSPACE_FAMILY; FONT_MONOSPACE_SIZE; ADD_CLOSE_DECORATION; tooltipKey
jitwatch,org.adoptopenjdk.jitwatch.util,UserInterfaceUtil.TooltipBinding,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tooltipKey
jitwatch,org.adoptopenjdk.jitwatch.util,UserInterfaceUtil.TooltipBinding,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),Branchless,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),CodeCacheBuster,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),CodeCacheBuster,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 5001 public methods
jitwatch,(default package),DeoptTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),DoesItVectorise,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),ElisionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),ElisionTest2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTest.Wrapper1,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
jitwatch,(default package),EscapeTest.Wrapper1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTest.Wrapper2,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
jitwatch,(default package),EscapeTest.Wrapper2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestManyFields,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestManyFields.Wrapper1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestManyFields.Wrapper1,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: v1; v2; v3; v4; v5; v6; v7; v8; v9; v10; v11; v12; v13; v14; v15; v16; v17; v18; v19; v20
jitwatch,(default package),EscapeTestManyFields.Wrapper2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestManyFields.Wrapper2,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: v1; v2; v3; v4; v5; v6; v7; v8; v9; v10; v11; v12; v13; v14; v15; v16; v17; v18; v19; v20
jitwatch,(default package),EscapeTestMultipleFields,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestMultipleFields.Wrapper1,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: v1; v2; v3
jitwatch,(default package),EscapeTestMultipleFields.Wrapper1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestMultipleFields.Wrapper2,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: v1; v2; v3
jitwatch,(default package),EscapeTestMultipleFields.Wrapper2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestString,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestString.Wrapper1,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
jitwatch,(default package),EscapeTestString.Wrapper1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestString.Wrapper2,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
jitwatch,(default package),EscapeTestString.Wrapper2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),EscapeTestUnboxing,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),HotThrow,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),InlineElimAlloc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),InlineSmallCode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),InlineSmallCode.Point,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: x; y
jitwatch,(default package),InlineSmallCode.Point,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),InliningChains,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),IntrinsicTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),Lambda,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),LockCoarsen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),LockEliminate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),LoopUnroll,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),MegamorphicBypass,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),MegamorphicBypass,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: moneyBox
jitwatch,(default package),MegamorphicBypass.Coin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),MegamorphicBypass.Nickel,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),MegamorphicBypass.Nickel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),MegamorphicBypass.Dime,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),MegamorphicBypass.Dime,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),MegamorphicBypass.Quarter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),MegamorphicBypass.Quarter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),OSRTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PartialEscapeFail,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PartialEscapeFail.EscapeConsumer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),PartialEscapeFail.EscapeConsumer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PolymorphismTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PolymorphismTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: moneyBox
jitwatch,(default package),PolymorphismTest.Coin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PolymorphismTest.Nickel,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),PolymorphismTest.Nickel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PolymorphismTest.Dime,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),PolymorphismTest.Dime,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),PolymorphismTest.Quarter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),PolymorphismTest.Quarter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),SafePointTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),SimpleInliningTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),Sort,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),Sort,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ARRAY_LENGTH; doubleArray1; doubleArray2
jitwatch,(default package),StringBufferLockElision,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),TestInner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),TestInner.Inner1,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),TestInner.Inner1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),TestInner.Inner2,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,(default package),TestInner.Inner2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),TrivialMethod,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),UpperCase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,(default package),UpperCase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: upper
jitwatch,(default package),FooClassInDefaultPackage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.test,AbstractAssemblyTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.test,AbstractAssemblyTest.OperandType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.test,AbstractAssemblyTest.OperandType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.test,DummyClassWithMain,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatEmpty is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatJumpLocal is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatAddressJumpLocal2 is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatAddressJumpForeign is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatAddressNotJump is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatAddressNotJump2 is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyLabels,Feature Envy,The tool detected a instance of this smell because testFormatNoOperands is more interested in members of the type: AssemblyLabels
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserARM,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractAssemblyTest
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractAssemblyTest
jitwatch,org.adoptopenjdk.jitwatch.test,TestBytecodeAnnotationBuilder,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
jitwatch,org.adoptopenjdk.jitwatch.test,TestBytecodeLoader,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
jitwatch,org.adoptopenjdk.jitwatch.test,TestJarScan,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SHOW_OUTPUT
jitwatch,org.adoptopenjdk.jitwatch.test,TestMemberSignatureParts,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: timestamp
jitwatch,org.adoptopenjdk.jitwatch.test,TestClassWithGenerics,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.test,TestClassWithGenerics.TestMetaClass,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.test,TestClassWithGenerics.TestMetaClass,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.test,TestParseUtil,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 57 public methods
jitwatch,org.adoptopenjdk.jitwatch.test,UnitTestUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: unhandledTags
jitwatch,org.adoptopenjdk.jitwatch.jarscan.visualiser,HistoPlotter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.sandbox,Sandbox,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; logListener; sandboxStage; SANDBOX_DIR; SANDBOX_SOURCE_DIR; SANDBOX_CLASS_DIR; PATH_STD_ERR; PATH_STD_OUT; SANDBOX_LOGFILE; sandboxLogFile; logParser; languageManager; lastProcess
