Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
jitwatch,org.adoptopenjdk.jitwatch.sandbox,Sandbox,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EditorPane; ISandboxStage; Sandbox
jitwatch,org.adoptopenjdk.jitwatch.ui.compilechain,CompileChainStage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: scrollPane; pane; stageAccess; labelRootNodeMember; compilationChooser; rootNode; X_OFFSET; Y_OFFSET; y; X_GAP; STROKE_WIDTH; RECT_HEIGHT; RECT_Y_GAP; rect; text; model
jitwatch,org.adoptopenjdk.jitwatch.ui.compilechain,CompileChainStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.compilechain,CompileChainStage.PlotNode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: rect; text
jitwatch,org.adoptopenjdk.jitwatch.ui.compilechain,CompileChainStage.PlotNode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.compilechain,CompileChainStage.PlotNode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: rect; text
jitwatch,org.adoptopenjdk.jitwatch.ui,Dialogs.Response,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.ui,Dialogs.Response,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui,Dialogs.Dialog,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.ui,Dialogs.Dialog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.filechooser,FileChooserListSrcZip,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.graphing,CodeCacheStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ClassMemberList.MetaMethodCell,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ClassMemberList.MetaMethodCell,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ClassTree,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.main,CompilationTableRow,Feature Envy,The tool detected a instance of this smell because getCompiler is more interested in members of the type: Compilation
jitwatch,org.adoptopenjdk.jitwatch.ui.main,JITWatchUI,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; WINDOW_WIDTH; WINDOW_HEIGHT; JAVA_VERSION_7; IS_JAVA_FX2; selectedProgrammatically; stage; logParser; classTree; classMemberList; compilationTable; compilationRowList; textAreaLog; jitLogFile; lastVmCommand; lastSelectedMember; lastSelectedClass; focusMemberFromProperty; PROPERTY_LOGFILE; PROPERTY_SOURCES; PROPERTY_CLASSPATH; PROPERTY_FOCUS_MEMBER; isReadingLogFile; lblVmVersion; lblTweakLog; btnStart; btnStop; btnConfigure; btnTimeLine; btnStats; btnReset; btnHisto; btnTopList; btnErrorLog; btnCodeCacheTimeline; btnNMethods; btnCompilerThreads; btnTriView; btnReportSuggestions; btnReportEliminatedAllocations; btnReportOptimisedLocks; btnSandbox; lblHeap; configStage; timeLineStage; statsStage; histoStage; topListStage; codeCacheTimelineStage; codeCacheBlocksStage; compilerThreadStage; triViewStage; browserStage; reportStageSuggestions; reportStageElminatedAllocations; reportStageOptimisedLocks; sandBoxStage; nothingMountedStage; selectedMember; selectedMetaClass; reportListSuggestions; reportListEliminatedAllocations; reportListOptimisedLocks; codeCacheWalkerResult; runtime; logBuffer; errorLog; errorCount; repaintTree; startDelayedByConfig; parserChooser; suggestionsCounterMessage; eliminatedAllocationsCounterMessage; eliminatedLocksCounterMessage
jitwatch,org.adoptopenjdk.jitwatch.ui.main,JITWatchUI,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: MainConfigStage; NothingMountedStage in method handleStageClosed
jitwatch,org.adoptopenjdk.jitwatch.ui.main,JITWatchUI,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 59 public methods
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod,AbstractNMethodStage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.codecache,CodeCacheLayoutStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage.PlotMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage.PlotMode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage.QueueCounter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: timestamp; add; compilation
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage.QueueCounter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report,AbstractReportRowBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report,AbstractReportRowBean,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IReportRowBean
jitwatch,org.adoptopenjdk.jitwatch.ui.report,ReportPackageFilter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.report,ReportStageType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,IntegerTableCell,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,TextTableCell,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,TextWrapTableCell,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report.eliminatedallocation,EliminatedAllocationRowBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report.inlining,InliningRowBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report.locks,OptimisedLockRowBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.report.suggestion,SuggestionRowBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,EditorPane,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EditorPane; ISandboxStage; Sandbox
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,SandboxConfigStage,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 33 methods
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,SandboxStage,Feature Envy,The tool detected a instance of this smell because checkHsdis is more interested in members of the type: JITWatchConfig
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,SandboxStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,SandboxStage,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
jitwatch,org.adoptopenjdk.jitwatch.ui.stats,StatsStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.bytecode,ViewerBytecode,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,ClassSearch,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,ILineListener.LineType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,ILineListener.LineType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,TriView,Feature Envy,The tool detected a instance of this smell because updateStatusBarIfCompiled is more interested in members of the type: IMetaMember
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,TriView,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: handleFocusNext
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,TriView,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,Viewer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: scrollPane; vBoxRows; COLOUR_BLACK; COLOUR_RED; COLOUR_GREEN; COLOUR_BLUE; scrollIndex; lastScrollIndex; originalSource; lastKnownGoodLineHeight; FONT_STYLE; STYLE_UNHIGHLIGHTED; STYLE_HIGHLIGHTED; STYLE_UNHIGHLIGHTED_SUGGESTION; STYLE_SAFEPOINT; STYLE_HIGHLIGHTED_RANGE; lineAnnotations; logger; stageAccessProxy; lineListener; lineType; isHighlighting; rangeStart; rangeEnd
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,Viewer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
jitwatch,org.adoptopenjdk.jitwatch.ui.viewer,JournalViewerStage,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTextViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.viewer,JournalViewerStage,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TriViewPane; TriView; ViewerBytecode; TriViewNavigationStack; ClassSearch; JITWatchUI; ClassTree; TimeLineStage; StatsStage; HistoStage; CodeCacheStage; CodeCacheLayoutStage; CompilerThreadStage; ReportStage; ReportPackageFilter; SandboxStage; NothingMountedStage; TextViewerStage; CompileChainStage; JournalViewerStage
jitwatch,org.adoptopenjdk.jitwatch.ui.viewer,TextViewerStage,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTextViewerStage
