Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
jitwatch,org.adoptopenjdk.jitwatch.ui,Dialogs.Response,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\Dialogs.java,34
jitwatch,org.adoptopenjdk.jitwatch.ui,Dialogs.Dialog,0,0,0,0,15,0,0,0,-1.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\Dialogs.java,48
jitwatch,org.adoptopenjdk.jitwatch.ui.filechooser,FileChooserList,5,0,9,6,123,21,1,0,0.0,2,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\filechooser\FileChooserList.java,29
jitwatch,org.adoptopenjdk.jitwatch.ui.filechooser,FileChooserListSrcZip,1,0,2,2,23,4,0,1,0.0,0,2,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\filechooser\FileChooserListSrcZip.java,22
jitwatch,org.adoptopenjdk.jitwatch.ui.graphing,AbstractGraphStage,23,0,19,2,199,30,3,0,0.15789473684210525,0,6,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\graphing\AbstractGraphStage.java,29
jitwatch,org.adoptopenjdk.jitwatch.ui.graphing,CodeCacheStage,1,0,5,3,109,18,0,1,0.4,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\graphing\CodeCacheStage.java,23
jitwatch,org.adoptopenjdk.jitwatch.ui.graphing,HistoStage,2,0,3,3,85,7,0,1,0.0,1,5,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\graphing\HistoStage.java,36
jitwatch,org.adoptopenjdk.jitwatch.ui.graphing,TimeLineStage,5,0,12,3,200,36,0,1,0.16666666666666666,1,8,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\graphing\TimeLineStage.java,39
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ClassMemberList,6,0,27,15,222,45,0,0,0.1111111111111111,1,7,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\ClassMemberList.java,36
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ClassMemberList.MetaMethodCell,0,0,0,0,18,0,0,0,-1.0,0,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\ClassMemberList.java,359
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ClassTree,9,0,16,13,192,48,0,0,0.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\ClassTree.java,29
jitwatch,org.adoptopenjdk.jitwatch.ui.main,CompilationTableBuilder,0,0,2,1,33,2,0,0,-1.0,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\CompilationTableBuilder.java,14
jitwatch,org.adoptopenjdk.jitwatch.ui.main,CompilationTableRow,1,0,10,9,0,20,0,0,0.2,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\CompilationTableRow.java,16
jitwatch,org.adoptopenjdk.jitwatch.ui.main,ICompilationChangeListener,0,0,1,0,3,1,0,0,-1.0,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\ICompilationChangeListener.java,5
jitwatch,org.adoptopenjdk.jitwatch.ui.main,IMemberSelectedListener,0,0,2,0,4,2,1,0,-1.0,5,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\IMemberSelectedListener.java,10
jitwatch,org.adoptopenjdk.jitwatch.ui.main,IPrevNextCompilationListener,0,0,2,0,4,2,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\IPrevNextCompilationListener.java,3
jitwatch,org.adoptopenjdk.jitwatch.ui.main,IStageAccessProxy,0,0,8,0,10,8,1,0,-1.0,10,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\IStageAccessProxy.java,13
jitwatch,org.adoptopenjdk.jitwatch.ui.main,JITWatchUI,74,3,79,59,987,172,0,1,0.0379746835443038,17,38,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\JITWatchUI.java,103
jitwatch,org.adoptopenjdk.jitwatch.ui.main,MainConfigStage,4,0,6,5,122,25,0,0,0.0,1,7,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\MainConfigStage.java,43
jitwatch,org.adoptopenjdk.jitwatch.ui.main,NothingMountedStage,0,0,3,3,44,3,0,0,-1.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\main\NothingMountedStage.java,29
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod,AbstractNMethodStage,16,0,11,5,105,15,0,0,0.18181818181818182,0,6,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\nmethod\AbstractNMethodStage.java,30
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod,NMethodInfo,15,0,12,5,154,15,0,0,0.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\nmethod\NMethodInfo.java,29
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.codecache,CodeCacheLayoutStage,20,0,18,11,291,46,0,0,0.16666666666666666,1,6,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\nmethod\codecache\CodeCacheLayoutStage.java,40
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage,17,0,28,8,472,77,0,0,0.10714285714285714,1,5,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\nmethod\compilerthread\CompilerThreadStage.java,46
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage.PlotMode,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\nmethod\compilerthread\CompilerThreadStage.java,67
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread,CompilerThreadStage.QueueCounter,3,0,0,0,19,0,0,0,-1.0,0,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\nmethod\compilerthread\CompilerThreadStage.java,72
jitwatch,org.adoptopenjdk.jitwatch.ui.parserchooser,IParserSelectedListener,0,0,1,0,3,1,0,0,-1.0,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\parserchooser\IParserSelectedListener.java,5
jitwatch,org.adoptopenjdk.jitwatch.ui.parserchooser,ParserChooser,2,0,4,4,23,4,0,0,0.5,1,2,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\parserchooser\ParserChooser.java,16
jitwatch,org.adoptopenjdk.jitwatch.ui.report,AbstractReportRowBean,1,0,4,4,15,4,0,1,0.0,0,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\AbstractReportRowBean.java,10
jitwatch,org.adoptopenjdk.jitwatch.ui.report,IReportRowBean,0,0,0,0,2,0,1,0,-1.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\IReportRowBean.java,8
jitwatch,org.adoptopenjdk.jitwatch.ui.report,ReportPackageFilter,1,0,2,2,21,4,0,0,1.0,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\ReportPackageFilter.java,15
jitwatch,org.adoptopenjdk.jitwatch.ui.report,ReportStage,6,0,5,4,94,19,0,0,0.0,2,12,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\ReportStage.java,39
jitwatch,org.adoptopenjdk.jitwatch.ui.report,ReportStageType,0,0,0,0,1,0,0,0,-1.0,2,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\ReportStageType.java,8
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,IntegerTableCell,1,0,2,1,13,3,0,0,0.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\cell\IntegerTableCell.java,14
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,LinkedBCICell,2,0,4,3,30,7,0,0,0.0,1,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\cell\LinkedBCICell.java,18
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,MemberTableCell,6,0,4,3,48,7,0,0,0.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\cell\MemberTableCell.java,22
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,TextTableCell,1,0,2,1,13,3,0,0,0.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\cell\TextTableCell.java,14
jitwatch,org.adoptopenjdk.jitwatch.ui.report.cell,TextWrapTableCell,1,0,2,1,20,3,0,0,0.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\cell\TextWrapTableCell.java,15
jitwatch,org.adoptopenjdk.jitwatch.ui.report.eliminatedallocation,EliminatedAllocationRowBean,0,0,6,6,32,8,0,0,-1.0,0,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\eliminatedallocation\EliminatedAllocationRowBean.java,16
jitwatch,org.adoptopenjdk.jitwatch.ui.report.eliminatedallocation,EliminatedAllocationRowBuilder,0,0,8,7,69,8,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\eliminatedallocation\EliminatedAllocationRowBuilder.java,20
jitwatch,org.adoptopenjdk.jitwatch.ui.report.inlining,InliningRowBean,0,0,6,6,29,8,0,0,-1.0,0,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\inlining\InliningRowBean.java,15
jitwatch,org.adoptopenjdk.jitwatch.ui.report.inlining,InliningRowBuilder,0,0,8,7,69,8,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\inlining\InliningRowBuilder.java,20
jitwatch,org.adoptopenjdk.jitwatch.ui.report.locks,OptimisedLockRowBean,0,0,7,6,0,10,0,0,-1.0,0,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\locks\OptimisedLockRowBean.java,15
jitwatch,org.adoptopenjdk.jitwatch.ui.report.locks,OptimisedLockRowBuilder,0,0,8,7,69,8,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\locks\OptimisedLockRowBuilder.java,20
jitwatch,org.adoptopenjdk.jitwatch.ui.report.suggestion,SuggestionRowBean,0,0,3,3,0,8,0,0,-1.0,0,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\suggestion\SuggestionRowBean.java,11
jitwatch,org.adoptopenjdk.jitwatch.ui.report.suggestion,SuggestionRowBuilder,0,0,6,5,49,6,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\report\suggestion\SuggestionRowBuilder.java,22
jitwatch,org.adoptopenjdk.jitwatch.ui.resize,IRedrawable,0,0,1,0,3,1,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\resize\IRedrawable.java,8
jitwatch,org.adoptopenjdk.jitwatch.ui.resize,RateLimitedResizeListener,5,0,4,4,48,10,0,0,0.0,3,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\resize\RateLimitedResizeListener.java,12
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,EditorPane,10,0,19,13,184,36,0,0,0.0,2,5,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\sandbox\EditorPane.java,37
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,ISandboxStage,0,0,8,0,10,8,1,0,-1.0,2,2,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\sandbox\ISandboxStage.java,15
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,SandboxConfigStage,14,0,33,9,453,81,0,0,0.0,1,6,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\sandbox\SandboxConfigStage.java,40
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,SandboxStage,11,0,43,32,453,97,0,1,0.046511627906976744,1,17,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\sandbox\SandboxStage.java,78
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,VMLanguageConfigStage,4,0,9,4,97,16,0,0,0.0,1,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\sandbox\VMLanguageConfigStage.java,28
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox,VMLanguageList,3,0,4,3,40,8,0,0,0.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\sandbox\VMLanguageList.java,23
jitwatch,org.adoptopenjdk.jitwatch.ui.stage,IStageClosedListener,0,0,1,0,3,1,0,0,-1.0,5,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\stage\IStageClosedListener.java,10
jitwatch,org.adoptopenjdk.jitwatch.ui.stage,StageManager,3,0,15,12,133,31,0,0,0.13333333333333333,5,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\stage\StageManager.java,32
jitwatch,org.adoptopenjdk.jitwatch.ui.stats,StatsStage,3,0,3,2,42,3,0,0,0.0,1,5,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\stats\StatsStage.java,20
jitwatch,org.adoptopenjdk.jitwatch.ui.stats,StatsTableBuilder,0,0,2,1,17,2,0,0,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\stats\StatsTableBuilder.java,13
jitwatch,org.adoptopenjdk.jitwatch.ui.stats,StatsTableRow,3,0,3,3,15,3,0,0,0.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\stats\StatsTableRow.java,10
jitwatch,org.adoptopenjdk.jitwatch.ui.toplist,TopListStage,4,0,9,6,110,16,0,0,0.2222222222222222,1,6,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\toplist\TopListStage.java,48
jitwatch,org.adoptopenjdk.jitwatch.ui.toplist,TopListWrapper,3,0,4,4,19,4,0,0,0.0,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\toplist\TopListWrapper.java,12
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.assembly,AssemblyLabel,1,0,2,2,10,2,0,0,0.0,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\assembly\AssemblyLabel.java,11
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.assembly,ViewerAssembly,2,0,13,7,230,54,0,0,0.15384615384615385,1,10,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\assembly\ViewerAssembly.java,46
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.bytecode,BytecodeLabel,1,0,2,2,10,2,0,0,0.0,2,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\bytecode\BytecodeLabel.java,11
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.bytecode,ViewerBytecode,9,0,17,10,276,60,0,0,0.17647058823529413,1,20,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\bytecode\ViewerBytecode.java,47
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,ClassSearch,6,0,10,6,103,28,0,0,0.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\ClassSearch.java,27
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,CompilationInfo,8,0,5,4,95,10,0,0,0.0,1,2,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\CompilationInfo.java,22
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,ILineListener,0,0,5,0,8,5,2,0,-1.0,4,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\ILineListener.java,8
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,ILineListener.LineType,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\ILineListener.java,10
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,InstructionLabel,1,0,3,3,13,3,0,0,0.6666666666666666,1,1,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\InstructionLabel.java,10
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,NoOpLineListener,0,0,5,5,12,5,0,1,-1.0,1,0,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\NoOpLineListener.java,8
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,TriView,33,0,55,28,0,173,0,1,0.12727272727272726,4,28,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\TriView.java,76
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,TriViewNavigationStack,3,0,5,5,44,15,0,0,0.0,2,2,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\TriViewNavigationStack.java,18
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,TriViewPane,5,0,8,7,55,12,0,0,0.0,1,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\TriViewPane.java,15
jitwatch,org.adoptopenjdk.jitwatch.ui.triview,Viewer,24,9,42,27,0,92,0,0,0.0,4,6,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\Viewer.java,53
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.source,ViewerSource,0,0,2,2,28,5,0,0,-1.0,1,4,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\triview\source\ViewerSource.java,26
jitwatch,org.adoptopenjdk.jitwatch.ui.viewer,AbstractTextViewerStage,1,0,2,1,19,2,2,0,0.0,0,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\viewer\AbstractTextViewerStage.java,19
jitwatch,org.adoptopenjdk.jitwatch.ui.viewer,JournalViewerStage,0,0,1,1,33,6,0,1,-1.0,1,3,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\viewer\JournalViewerStage.java,26
jitwatch,org.adoptopenjdk.jitwatch.ui.viewer,TextViewerStage,0,0,1,1,27,5,0,1,-1.0,1,2,C:\Users\patel\Desktop\Assignment 3\jitwatch\ui\src\main\java\org\adoptopenjdk\jitwatch\ui\viewer\TextViewerStage.java,17
